Customer ID,Age,Gender,Location,Subscription Status,Item Purchased,Category,Purchase Amount (USD),Season,Size,Color,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Review Rating,Shipping Type,Payment Method
1837,53,Male,Montana,Yes,Dress,Clothing,54.16,Winter,XL,Blue,No,No,25,Quarterly,3.81,Express,Cash
1838,54,Male,Ohio,No,Jewelry,Accessories,30.28,Spring,M,Gray,No,No,23,Annually,3.48,Standard,Debit Card
1839,42,Male,California,No,T-shirt,Clothing,75.35,Winter,S,Purple,Yes,No,17,Annually,3.76,Standard,Venmo
1840,61,Male,Georgia,No,Sweater,Clothing,63.34,Summer,XL,Purple,No,Yes,25,Annually,4.04,Express,Cash
1841,48,Male,Illinois,No,Hoodie,Outerwear,85.59,Fall,XL,Yellow,No,No,16,Annually,4.46,Express,Cash
1842,51,Male,Texas,No,Skirt,Clothing,87.48,Winter,S,Blue,No,No,27,Monthly,3.98,Express,Venmo
1843,39,Male,Texas,No,Coat,Outerwear,91.69,Summer,L,Brown,No,No,12,Quarterly,3.85,Express,PayPal
1844,53,Female,Illinois,No,Jewelry,Accessories,57.92,Fall,S,Red,No,No,20,Bi-Weekly,3.73,Express,PayPal
1845,24,Female,Georgia,Yes,Shoes,Footwear,15.0,Spring,S,White,No,No,24,Quarterly,4.06,Express,Cash
1846,70,Female,Georgia,Yes,Jacket,Outerwear,61.39,Summer,XL,White,Yes,No,13,Monthly,3.42,Express,Debit Card
1847,59,Male,Texas,No,Shirt,Clothing,51.62,Winter,M,Yellow,Yes,No,13,Annually,3.44,Standard,Venmo
1848,22,Male,New York,No,Belt,Accessories,41.07,Winter,M,Green,No,Yes,29,Monthly,4.25,Express,Cash
1849,55,Male,Washington,Yes,Sandals,Footwear,55.43,Fall,M,Yellow,No,No,27,Bi-Weekly,3.58,Standard,Debit Card
1850,58,Male,Arizona,No,Shoes,Footwear,80.03,Spring,S,Pink,No,No,12,Bi-Weekly,4.26,Express,Venmo
1851,51,Male,Montana,Yes,Boots,Footwear,59.93,Summer,XL,Brown,No,No,17,Weekly,3.81,Standard,Venmo
1852,19,Male,Ohio,No,Skirt,Clothing,62.24,Spring,S,Green,No,Yes,21,Annually,3.9,Express,Debit Card
1853,45,Male,Florida,No,Belt,Accessories,54.08,Summer,M,White,Yes,No,17,Bi-Weekly,3.35,Standard,PayPal
1854,69,Male,Ohio,No,Sunglasses,Accessories,83.67,Winter,M,Gray,No,No,22,Quarterly,2.8,Standard,Cash
1855,56,Male,Texas,No,Shoes,Footwear,51.44,Fall,XL,Blue,Yes,No,24,Annually,3.06,Express,Venmo
1856,30,Male,Washington,No,Sandals,Footwear,76.98,Summer,L,Black,No,No,24,Weekly,3.95,Standard,Venmo
1857,35,Female,Georgia,No,Sunglasses,Accessories,83.89,Summer,XL,Gray,No,No,25,Weekly,3.28,Express,Credit Card
1858,50,Female,Washington,No,Blouse,Clothing,15.0,Winter,M,Blue,No,No,22,Annually,3.49,Express,Credit Card
1859,23,Male,Florida,Yes,Skirt,Clothing,41.5,Fall,L,White,No,No,27,Monthly,3.48,Express,PayPal
1860,52,Male,Washington,Yes,Jacket,Outerwear,42.47,Fall,S,Black,No,No,29,Monthly,4.19,Express,Debit Card
1861,23,Male,Florida,No,Sneakers,Footwear,35.7,Fall,S,Purple,No,No,25,Monthly,3.97,Express,PayPal
1862,44,Female,Montana,No,Boots,Footwear,67.16,Spring,L,Green,No,No,12,Bi-Weekly,3.2,Standard,Credit Card
1863,62,Male,Arizona,Yes,Coat,Outerwear,63.67,Winter,L,Blue,No,Yes,20,Bi-Weekly,3.76,Express,Credit Card
1864,21,Male,Texas,No,Coat,Clothing,65.11,Spring,M,White,Yes,Yes,26,Weekly,3.48,Express,Cash
1865,21,Male,Washington,Yes,Hoodie,Outerwear,62.66,Summer,M,Red,No,No,29,Monthly,4.55,Express,PayPal
1866,41,Male,Georgia,No,Sandals,Footwear,54.63,Fall,S,White,No,No,14,Weekly,3.23,Express,Debit Card
1867,56,Male,Washington,No,Jewelry,Accessories,49.82,Summer,M,White,No,Yes,13,Bi-Weekly,3.89,Express,Credit Card
1868,22,Male,Washington,No,Sunglasses,Accessories,82.25,Summer,M,Green,No,No,28,Annually,4.37,Standard,Cash
1869,70,Male,Florida,Yes,Dress,Clothing,68.05,Winter,L,Black,No,No,15,Bi-Weekly,3.16,Express,Credit Card
1870,57,Male,Texas,No,Coat,Outerwear,73.51,Fall,L,Gray,No,Yes,15,Weekly,3.32,Express,Debit Card
1871,53,Male,Arizona,Yes,Shirt,Clothing,53.33,Spring,M,Black,Yes,No,11,Quarterly,4.05,Express,Debit Card
1872,67,Male,New York,No,Belt,Accessories,54.01,Summer,L,Gray,No,Yes,17,Monthly,3.57,Express,PayPal
1873,27,Female,Georgia,No,Coat,Outerwear,95.56,Winter,L,Red,No,No,26,Weekly,4.61,Express,Cash
1874,37,Male,Montana,Yes,Jewelry,Accessories,56.9,Winter,XL,Pink,No,No,20,Quarterly,3.84,Express,Credit Card
1875,19,Female,Ohio,No,Coat,Clothing,41.97,Winter,M,Yellow,No,No,30,Bi-Weekly,4.06,Standard,Cash
1876,69,Male,Arizona,No,Hoodie,Outerwear,71.68,Spring,S,Red,Yes,Yes,27,Annually,4.85,Express,Debit Card
1877,40,Female,Washington,No,Coat,Clothing,56.2,Spring,S,Black,No,No,15,Monthly,2.76,Express,PayPal
1878,23,Male,Georgia,Yes,Shirt,Clothing,29.25,Winter,M,White,No,No,20,Bi-Weekly,3.13,Express,Venmo
1879,50,Female,California,No,Sneakers,Footwear,78.74,Summer,M,Brown,No,No,18,Weekly,3.29,Express,Credit Card
1880,30,Male,Arizona,No,Shoes,Footwear,55.38,Fall,XL,Gray,Yes,No,21,Bi-Weekly,4.21,Standard,Venmo
1881,36,Male,New York,No,Sunglasses,Accessories,58.13,Spring,L,Purple,Yes,No,11,Weekly,3.9,Express,PayPal
1882,35,Female,Texas,No,Coat,Outerwear,64.19,Spring,S,Purple,No,No,12,Quarterly,3.03,Express,Credit Card
1883,54,Male,Florida,Yes,Jacket,Outerwear,83.92,Fall,S,Purple,Yes,No,25,Weekly,3.96,Standard,PayPal
1884,55,Male,California,Yes,Scarf,Accessories,87.44,Spring,XL,Pink,Yes,No,30,Weekly,3.96,Express,Cash
1885,34,Male,Texas,No,Sneakers,Footwear,73.12,Winter,M,Purple,No,Yes,14,Quarterly,3.72,Express,Debit Card
1886,21,Male,Washington,No,Skirt,Clothing,47.25,Spring,M,Gray,No,No,11,Weekly,3.66,Standard,Debit Card
1887,67,Male,Georgia,No,Boots,Footwear,85.31,Summer,M,Red,No,No,12,Annually,4.43,Express,Credit Card
1888,57,Male,Ohio,No,Scarf,Accessories,76.58,Summer,L,Gray,No,No,17,Quarterly,3.2,Express,Credit Card
1889,30,Male,Florida,No,Shoes,Footwear,68.96,Spring,M,Purple,No,No,17,Annually,3.82,Express,PayPal
1890,68,Male,Illinois,No,Blouse,Clothing,27.18,Summer,XL,Black,Yes,No,29,Bi-Weekly,4.26,Express,PayPal
1891,41,Male,Illinois,No,Jewelry,Accessories,66.8,Summer,XL,Black,No,Yes,27,Annually,3.96,Standard,Credit Card
1892,37,Male,Washington,No,Coat,Outerwear,109.13,Spring,XL,Gray,No,No,14,Quarterly,3.16,Express,Venmo
1893,29,Male,Illinois,No,Scarf,Accessories,56.88,Summer,M,Blue,No,No,13,Annually,3.43,Express,Debit Card
1894,56,Female,California,No,Belt,Accessories,48.82,Winter,M,Brown,No,No,19,Weekly,3.71,Express,Debit Card
1895,46,Male,Texas,Yes,Boots,Footwear,59.88,Winter,L,Purple,No,No,14,Quarterly,3.4,Standard,PayPal
1896,63,Female,Arizona,No,Jewelry,Accessories,82.5,Spring,M,Red,No,Yes,15,Annually,3.71,Standard,Venmo
1897,21,Male,Illinois,No,T-shirt,Clothing,95.24,Fall,M,Green,No,Yes,13,Monthly,3.09,Express,Cash
1898,24,Male,Illinois,No,Boots,Footwear,37.54,Summer,XL,Yellow,No,No,21,Annually,4.98,Standard,Venmo
1899,25,Male,Texas,No,Belt,Accessories,65.15,Spring,M,Purple,No,No,15,Monthly,3.91,Express,Venmo
1900,32,Male,Washington,No,Scarf,Accessories,54.77,Winter,XL,Brown,No,No,26,Monthly,3.72,Express,Cash
1901,53,Female,Texas,No,Sneakers,Footwear,90.95,Spring,S,Green,No,No,23,Annually,3.61,Express,Venmo
1902,57,Male,California,No,Boots,Footwear,86.95,Fall,S,Red,Yes,No,27,Annually,3.4,Standard,Cash
1903,63,Female,Georgia,No,Shoes,Footwear,69.14,Fall,L,Black,No,No,23,Bi-Weekly,3.53,Express,Debit Card
1904,19,Male,New York,No,Belt,Accessories,86.61,Winter,XL,Gray,No,No,12,Weekly,3.23,Express,Venmo
1905,37,Male,Ohio,No,Scarf,Accessories,35.01,Winter,L,Blue,No,Yes,20,Quarterly,3.65,Express,PayPal
1906,44,Female,Arizona,Yes,Hoodie,Outerwear,73.39,Spring,M,Brown,No,No,22,Weekly,3.79,Standard,Credit Card
1907,42,Male,New York,Yes,Boots,Footwear,70.82,Summer,M,Black,No,No,12,Weekly,3.27,Express,Credit Card
1908,49,Female,Ohio,No,Shirt,Clothing,61.65,Summer,M,Pink,Yes,No,30,Annually,4.29,Express,PayPal
1909,35,Male,Arizona,No,Coat,Outerwear,32.7,Winter,L,Brown,No,Yes,12,Monthly,4.56,Standard,Credit Card
1910,47,Female,Arizona,No,Dress,Clothing,47.27,Fall,L,Gray,No,No,19,Weekly,4.07,Express,PayPal
1911,66,Female,Montana,No,Blouse,Clothing,77.41,Fall,S,Yellow,No,No,18,Bi-Weekly,4.22,Express,Credit Card
1912,61,Female,Arizona,No,Skirt,Clothing,55.12,Spring,XL,Pink,Yes,No,30,Monthly,4.08,Express,Venmo
1913,44,Female,Illinois,No,Sandals,Footwear,84.41,Summer,S,Yellow,Yes,Yes,27,Annually,2.74,Express,Venmo
1914,55,Male,Florida,No,Shirt,Clothing,56.8,Winter,L,White,No,Yes,21,Annually,3.86,Express,PayPal
1915,20,Male,Georgia,No,Scarf,Accessories,61.41,Fall,L,Yellow,No,No,29,Quarterly,4.44,Express,Venmo
1916,31,Male,New York,Yes,Sunglasses,Accessories,35.14,Spring,M,Black,No,No,13,Monthly,3.11,Express,Venmo
1917,62,Male,Texas,No,Scarf,Accessories,54.03,Summer,L,Gray,No,No,26,Quarterly,4.32,Express,Debit Card
1918,61,Male,Ohio,No,Sandals,Footwear,68.38,Fall,XL,White,No,No,19,Monthly,4.01,Express,Venmo
1919,47,Female,California,No,Shoes,Footwear,36.49,Spring,L,Pink,No,No,30,Weekly,4.04,Express,Cash
1920,29,Male,New York,No,Hoodie,Outerwear,50.21,Summer,XL,White,No,No,27,Quarterly,2.75,Express,Venmo
1921,29,Male,California,No,T-shirt,Clothing,91.33,Spring,S,Red,No,No,28,Weekly,3.45,Express,Debit Card
1922,28,Male,Arizona,Yes,Coat,Clothing,23.18,Fall,M,White,No,No,18,Bi-Weekly,4.03,Express,Credit Card
1923,49,Female,Ohio,No,Hoodie,Outerwear,64.51,Fall,XL,Red,No,No,26,Quarterly,3.52,Express,Venmo
1924,47,Female,Georgia,Yes,Jewelry,Accessories,93.22,Spring,S,Purple,No,No,29,Monthly,4.51,Express,Debit Card
1925,43,Male,Florida,No,Sunglasses,Accessories,83.68,Fall,M,Gray,No,No,14,Monthly,3.76,Standard,PayPal
1926,28,Male,Texas,No,T-shirt,Clothing,57.68,Summer,S,Blue,No,Yes,21,Monthly,4.74,Standard,Credit Card
1927,35,Male,Washington,No,Sunglasses,Accessories,59.46,Spring,XL,Pink,No,No,11,Quarterly,3.41,Express,Debit Card
1928,28,Male,Washington,No,Pants,Clothing,89.69,Fall,M,White,No,Yes,13,Weekly,3.84,Express,Debit Card
1929,70,Male,Texas,Yes,Sunglasses,Accessories,27.17,Spring,L,Pink,No,No,20,Quarterly,4.01,Express,Venmo
1930,29,Male,Florida,Yes,Shirt,Clothing,84.0,Summer,L,Yellow,Yes,No,27,Monthly,4.18,Express,PayPal
1931,22,Female,Ohio,No,Sneakers,Footwear,40.12,Spring,L,Brown,Yes,No,16,Weekly,3.41,Express,Credit Card
1932,23,Female,New York,No,Hoodie,Outerwear,58.56,Winter,S,Pink,No,Yes,14,Bi-Weekly,3.07,Standard,Cash
1933,23,Male,Georgia,No,Sneakers,Footwear,42.3,Winter,M,Green,Yes,No,11,Bi-Weekly,4.19,Express,Venmo
1934,41,Male,Illinois,Yes,Pants,Clothing,62.63,Spring,XL,Green,No,No,12,Quarterly,3.83,Express,Cash
1935,57,Male,Florida,No,Sandals,Footwear,60.43,Fall,L,Purple,Yes,No,19,Bi-Weekly,4.15,Express,Debit Card
1936,44,Male,California,Yes,Blouse,Clothing,15.0,Summer,M,Black,No,No,22,Bi-Weekly,3.5,Express,Venmo
1937,34,Male,New York,No,Shirt,Clothing,63.12,Winter,L,Red,Yes,No,18,Annually,3.39,Express,Venmo
1938,47,Male,Montana,Yes,Blouse,Clothing,47.76,Winter,XL,Yellow,No,No,23,Weekly,4.28,Express,PayPal
1939,36,Female,Florida,No,Belt,Accessories,51.74,Summer,S,Purple,Yes,No,27,Quarterly,2.86,Standard,PayPal
1940,27,Male,Illinois,No,Scarf,Accessories,56.01,Spring,S,Purple,No,Yes,23,Quarterly,3.34,Express,Credit Card
1941,31,Male,California,No,Jacket,Outerwear,15.0,Fall,XL,Red,Yes,No,27,Quarterly,3.96,Standard,PayPal
1942,69,Female,Ohio,Yes,Jewelry,Accessories,40.91,Spring,M,Black,Yes,Yes,27,Annually,4.11,Express,Venmo
1943,69,Male,Florida,No,Pants,Clothing,50.93,Summer,S,Yellow,No,No,21,Monthly,2.54,Standard,Cash
1944,47,Male,Florida,No,Sunglasses,Accessories,86.07,Summer,M,Black,No,Yes,23,Bi-Weekly,3.49,Express,Debit Card
1945,69,Male,Arizona,No,Coat,Outerwear,15.0,Fall,S,Black,No,Yes,21,Quarterly,3.69,Express,Debit Card
1946,57,Male,California,Yes,Coat,Outerwear,59.73,Winter,XL,Pink,No,No,17,Weekly,3.55,Express,Cash
1947,64,Male,Illinois,Yes,Shoes,Footwear,60.37,Winter,L,Green,No,No,21,Quarterly,2.98,Express,Venmo
1948,53,Female,Washington,No,Dress,Clothing,43.98,Summer,XL,Purple,No,No,18,Bi-Weekly,4.07,Express,Debit Card
1949,55,Male,Georgia,No,Belt,Accessories,58.93,Winter,XL,Green,No,Yes,17,Weekly,4.09,Standard,Debit Card
1950,63,Male,Ohio,No,Blouse,Clothing,103.42,Fall,XL,Black,No,No,28,Monthly,4.48,Express,Cash
1951,70,Female,Ohio,No,Dress,Clothing,61.47,Spring,XL,Purple,No,No,13,Weekly,4.43,Express,Debit Card
1952,22,Male,Ohio,Yes,Scarf,Accessories,67.65,Spring,XL,White,Yes,No,22,Annually,4.55,Express,PayPal
1953,43,Male,California,No,Belt,Accessories,63.59,Fall,M,Gray,No,No,28,Monthly,4.03,Express,Debit Card
1954,61,Female,Ohio,No,Blouse,Clothing,64.14,Spring,XL,Blue,No,No,20,Weekly,3.41,Express,Debit Card
1955,67,Male,Ohio,No,Scarf,Accessories,67.3,Summer,XL,White,Yes,No,12,Monthly,3.25,Express,Cash
1956,64,Male,Montana,Yes,Shoes,Footwear,59.02,Spring,L,Yellow,No,No,18,Quarterly,3.29,Express,Cash
1957,27,Female,Arizona,Yes,T-shirt,Clothing,42.72,Summer,S,Blue,No,No,20,Weekly,4.45,Express,PayPal
1958,45,Female,New York,No,Sandals,Footwear,48.48,Fall,S,Yellow,No,No,24,Monthly,3.37,Express,PayPal
1959,55,Female,Montana,No,Blouse,Clothing,35.42,Summer,L,Pink,No,No,23,Monthly,3.71,Express,Credit Card
1960,50,Female,Ohio,No,Shirt,Clothing,63.58,Fall,XL,Green,No,No,19,Monthly,5.0,Express,Credit Card
1961,57,Male,Ohio,No,Sweater,Clothing,70.11,Summer,S,Brown,No,Yes,22,Annually,2.85,Express,Cash
1962,48,Female,Florida,No,Jacket,Outerwear,101.07,Summer,S,Pink,No,No,24,Quarterly,3.56,Express,Debit Card
1963,69,Male,Arizona,No,Jewelry,Accessories,97.34,Summer,L,Pink,No,Yes,30,Weekly,4.27,Express,Debit Card
1964,49,Female,Washington,No,Jewelry,Accessories,47.23,Spring,M,Blue,No,No,13,Bi-Weekly,3.65,Express,Credit Card
1965,52,Male,Arizona,No,Boots,Footwear,92.4,Fall,S,Green,No,No,14,Annually,3.27,Express,PayPal
1966,28,Male,New York,No,Dress,Clothing,83.68,Fall,L,White,No,No,23,Bi-Weekly,4.08,Express,Cash
1967,57,Male,Ohio,Yes,Pants,Clothing,56.92,Summer,XL,Black,No,Yes,26,Bi-Weekly,4.49,Express,Venmo
1968,68,Male,Illinois,Yes,Scarf,Accessories,48.35,Summer,XL,Gray,No,No,24,Weekly,4.17,Standard,Debit Card
1969,22,Male,Illinois,Yes,Sneakers,Footwear,38.46,Fall,M,Purple,Yes,No,19,Annually,3.79,Express,Credit Card
1970,34,Male,Georgia,No,Sneakers,Footwear,40.4,Summer,S,Red,No,No,18,Annually,4.19,Standard,Credit Card
1971,44,Male,Georgia,No,Dress,Clothing,68.58,Winter,S,Pink,No,Yes,29,Quarterly,3.42,Standard,Credit Card
1972,58,Male,Ohio,Yes,Belt,Accessories,71.03,Fall,XL,Gray,No,Yes,20,Bi-Weekly,4.06,Express,PayPal
1973,28,Male,Texas,No,Sweater,Clothing,87.13,Spring,L,Green,No,Yes,30,Bi-Weekly,3.86,Standard,Cash
1974,22,Male,New York,No,Sweater,Clothing,84.26,Fall,M,Blue,No,No,19,Weekly,4.38,Express,Cash
1975,33,Male,California,No,Coat,Clothing,70.59,Spring,S,Yellow,No,No,17,Bi-Weekly,4.29,Express,Debit Card
1976,35,Male,Montana,No,Jewelry,Accessories,51.58,Winter,XL,Gray,No,No,26,Monthly,4.3,Express,Debit Card
1977,42,Male,Florida,No,Sneakers,Footwear,60.16,Fall,L,Blue,No,Yes,30,Annually,4.6,Standard,Cash
1978,62,Female,Ohio,No,T-shirt,Clothing,42.04,Summer,XL,Pink,Yes,No,21,Weekly,3.51,Express,PayPal
1979,49,Male,Florida,No,Boots,Footwear,45.69,Summer,XL,Blue,No,No,23,Annually,2.94,Express,Cash
1980,61,Male,Washington,No,Sneakers,Footwear,53.52,Fall,M,Red,Yes,No,14,Weekly,3.67,Standard,Cash
1981,60,Male,New York,No,Belt,Accessories,56.09,Spring,S,Yellow,Yes,No,28,Quarterly,4.14,Standard,Credit Card
1982,34,Male,Georgia,No,Skirt,Clothing,49.99,Fall,S,Purple,No,No,14,Weekly,4.08,Express,Venmo
1983,43,Male,Arizona,No,Sunglasses,Accessories,88.27,Spring,S,Gray,No,Yes,12,Monthly,3.69,Express,Credit Card
1984,27,Female,Ohio,Yes,Skirt,Clothing,51.58,Summer,XL,Yellow,No,Yes,20,Quarterly,3.15,Express,Credit Card
1985,66,Male,Arizona,Yes,Pants,Clothing,26.52,Fall,M,Green,Yes,No,11,Weekly,4.01,Standard,Debit Card
1986,70,Female,New York,No,Pants,Clothing,75.48,Spring,M,Yellow,No,No,24,Weekly,3.65,Express,Venmo
1987,59,Male,Texas,No,Jewelry,Accessories,64.21,Summer,M,Blue,Yes,No,29,Monthly,4.05,Standard,Venmo
1988,25,Female,Illinois,Yes,Scarf,Accessories,58.08,Winter,XL,Yellow,No,Yes,11,Bi-Weekly,3.67,Express,Venmo
1989,64,Male,Illinois,No,Jewelry,Accessories,50.56,Fall,S,Gray,No,No,26,Bi-Weekly,4.13,Express,Venmo
1990,22,Female,Texas,No,Sandals,Footwear,81.29,Summer,S,Yellow,No,Yes,22,Quarterly,2.77,Express,Credit Card
1991,69,Female,Illinois,Yes,Belt,Accessories,43.13,Winter,M,Pink,Yes,No,25,Weekly,4.47,Express,Debit Card
1992,64,Male,Ohio,No,Dress,Clothing,73.6,Fall,M,White,No,No,27,Bi-Weekly,2.99,Standard,Cash
1993,66,Male,Texas,No,Scarf,Accessories,18.49,Summer,XL,Green,No,No,19,Weekly,3.82,Express,Cash
1994,68,Male,New York,Yes,Blouse,Clothing,86.17,Summer,L,Red,Yes,No,26,Monthly,3.92,Express,PayPal
1995,58,Male,Ohio,No,Skirt,Clothing,72.42,Spring,L,Red,No,No,20,Annually,2.82,Express,PayPal
1996,25,Female,California,No,Jewelry,Accessories,95.01,Summer,XL,Gray,No,Yes,20,Annually,3.94,Standard,Cash
1997,19,Female,Washington,Yes,Scarf,Accessories,92.93,Winter,S,Gray,Yes,Yes,20,Annually,4.32,Express,Cash
1998,65,Female,Illinois,Yes,Boots,Footwear,93.47,Spring,S,Pink,No,Yes,22,Bi-Weekly,4.23,Express,Venmo
1999,49,Female,Washington,No,Skirt,Clothing,48.33,Summer,M,Pink,No,No,15,Quarterly,3.69,Express,PayPal
2000,67,Female,Ohio,No,Jacket,Outerwear,27.49,Spring,M,Red,Yes,No,24,Bi-Weekly,3.67,Express,Credit Card
2001,31,Male,Florida,No,Belt,Accessories,59.47,Winter,L,Red,No,No,29,Quarterly,4.1,Standard,Venmo
2002,21,Male,Florida,No,Jewelry,Accessories,47.18,Summer,S,Purple,No,No,17,Monthly,3.68,Express,PayPal
2003,63,Male,Arizona,No,Skirt,Clothing,82.86,Fall,L,Black,Yes,No,24,Annually,3.64,Express,PayPal
2004,47,Male,Washington,No,Shirt,Clothing,54.08,Fall,S,Blue,Yes,No,11,Annually,3.52,Express,Venmo
2005,20,Male,Florida,No,Shirt,Clothing,26.77,Summer,XL,White,No,Yes,27,Monthly,3.73,Express,Credit Card
2006,29,Male,New York,No,Coat,Outerwear,99.26,Winter,M,Blue,No,No,13,Annually,3.92,Express,Credit Card
2007,45,Female,Georgia,Yes,Jacket,Outerwear,55.06,Fall,M,Brown,No,Yes,11,Bi-Weekly,3.7,Express,Cash
2008,44,Male,New York,No,Scarf,Accessories,49.49,Summer,M,Black,No,No,25,Annually,4.1,Express,Venmo
2009,21,Female,New York,No,Boots,Footwear,36.57,Fall,XL,Yellow,No,Yes,16,Monthly,3.57,Express,Venmo
2010,67,Female,Georgia,No,Scarf,Accessories,30.37,Winter,S,Purple,No,Yes,22,Weekly,3.09,Standard,Credit Card
2011,23,Male,Arizona,No,Skirt,Clothing,88.06,Fall,M,White,No,No,24,Weekly,3.55,Express,Credit Card
2012,26,Male,Montana,No,Dress,Clothing,52.47,Winter,L,Red,No,No,12,Bi-Weekly,4.66,Express,Venmo
2013,62,Male,Washington,No,Sunglasses,Accessories,61.71,Winter,XL,Yellow,No,No,26,Annually,3.18,Standard,Credit Card
2014,29,Female,Florida,No,Scarf,Accessories,62.45,Summer,M,White,No,No,14,Weekly,4.22,Express,Venmo
2015,50,Male,Florida,No,Sunglasses,Accessories,54.25,Summer,S,Green,No,No,27,Bi-Weekly,3.75,Express,PayPal
2016,57,Male,Florida,No,Jacket,Outerwear,67.7,Fall,M,Brown,No,Yes,25,Bi-Weekly,4.18,Standard,Cash
2017,50,Male,Arizona,No,Sunglasses,Accessories,25.93,Winter,L,Red,Yes,No,16,Annually,4.06,Express,Credit Card
2018,20,Female,New York,No,Sneakers,Footwear,62.37,Summer,S,Gray,No,No,24,Monthly,3.63,Express,Cash
2019,18,Male,New York,No,Jewelry,Accessories,53.5,Winter,XL,Blue,No,Yes,13,Quarterly,4.1,Express,Cash
2020,20,Male,Georgia,No,T-shirt,Clothing,35.66,Winter,M,Brown,No,No,12,Bi-Weekly,3.84,Express,Venmo
2021,35,Female,Texas,No,Boots,Footwear,54.85,Spring,L,Red,Yes,No,27,Bi-Weekly,3.34,Express,Credit Card
2022,26,Male,Arizona,No,Scarf,Accessories,57.46,Summer,XL,Yellow,No,No,13,Bi-Weekly,4.39,Express,Cash
2023,37,Male,Florida,Yes,Shoes,Footwear,18.26,Spring,L,Yellow,No,Yes,30,Quarterly,3.26,Express,Debit Card
2024,24,Male,Texas,No,Skirt,Clothing,60.09,Spring,S,Gray,No,Yes,20,Quarterly,3.42,Express,Debit Card
2025,65,Male,Arizona,Yes,Sunglasses,Accessories,27.28,Fall,XL,Red,Yes,No,18,Annually,4.01,Express,PayPal
2026,58,Female,Montana,No,Shoes,Footwear,34.09,Summer,M,White,No,Yes,15,Bi-Weekly,3.28,Standard,Credit Card
2027,33,Male,Washington,No,Coat,Clothing,31.92,Summer,L,Yellow,No,Yes,28,Monthly,3.62,Express,Debit Card
2028,24,Female,Montana,No,Scarf,Accessories,46.12,Summer,L,Brown,No,No,27,Quarterly,4.56,Express,PayPal
2029,37,Male,Ohio,Yes,Sandals,Footwear,64.78,Winter,L,Brown,Yes,No,19,Weekly,3.76,Express,Venmo
2030,50,Female,Ohio,No,Dress,Clothing,39.45,Fall,M,Blue,No,No,13,Weekly,3.65,Express,Cash
2031,19,Male,Montana,No,Scarf,Accessories,56.96,Summer,XL,White,No,No,27,Bi-Weekly,3.83,Express,PayPal
2032,31,Female,Illinois,No,Dress,Clothing,54.92,Winter,M,Yellow,Yes,Yes,18,Bi-Weekly,3.51,Express,Credit Card
2033,20,Male,Georgia,No,Shirt,Clothing,39.04,Summer,M,Black,Yes,No,20,Weekly,3.43,Express,Debit Card
2034,42,Male,Texas,No,Coat,Outerwear,42.86,Winter,XL,Blue,No,No,16,Quarterly,3.34,Express,Debit Card
2035,24,Female,Georgia,No,Sneakers,Footwear,59.68,Winter,M,Gray,No,No,21,Weekly,4.73,Express,Debit Card
2036,29,Female,Georgia,No,Sunglasses,Accessories,45.64,Winter,L,Gray,No,No,12,Quarterly,4.06,Standard,Debit Card
2037,66,Male,California,No,Scarf,Accessories,67.98,Spring,XL,Green,Yes,Yes,12,Quarterly,4.5,Standard,Debit Card
2038,56,Male,Texas,No,Scarf,Accessories,88.53,Fall,S,White,No,Yes,29,Annually,3.75,Express,Debit Card
2039,18,Male,Montana,No,Hoodie,Outerwear,50.36,Winter,L,Red,No,No,19,Bi-Weekly,2.69,Express,Debit Card
2040,19,Female,Ohio,No,Jewelry,Accessories,96.97,Winter,XL,Purple,No,No,23,Monthly,3.79,Express,Venmo
2041,18,Male,Florida,No,Sunglasses,Accessories,70.7,Winter,XL,Black,No,No,23,Monthly,3.41,Express,Debit Card
2042,30,Male,New York,No,Boots,Footwear,69.98,Spring,S,Black,No,Yes,14,Monthly,3.9,Express,Venmo
2043,44,Female,Texas,No,Jacket,Outerwear,41.68,Fall,S,Yellow,No,No,24,Weekly,3.77,Standard,Cash
2044,58,Female,Georgia,No,Sneakers,Footwear,34.39,Fall,XL,Red,No,No,23,Quarterly,3.39,Express,PayPal
2045,25,Male,Ohio,Yes,Shirt,Clothing,68.06,Winter,L,Gray,Yes,No,20,Monthly,3.44,Express,Debit Card
2046,25,Male,Ohio,No,Sweater,Clothing,33.39,Winter,L,Black,No,Yes,25,Annually,3.08,Express,Venmo
2047,70,Male,Arizona,No,Shoes,Footwear,46.76,Fall,XL,Blue,No,Yes,14,Quarterly,3.17,Express,PayPal
2048,30,Female,Washington,No,Skirt,Clothing,99.45,Summer,L,White,No,No,13,Quarterly,3.62,Standard,Cash
2049,47,Female,Illinois,No,Skirt,Clothing,55.04,Summer,XL,Pink,No,No,12,Monthly,3.61,Express,PayPal
2050,37,Male,Montana,No,Shirt,Clothing,46.86,Winter,S,White,No,No,25,Bi-Weekly,3.35,Express,Credit Card
2051,47,Male,Ohio,No,Pants,Clothing,56.09,Winter,S,Brown,No,No,11,Bi-Weekly,2.7,Express,PayPal
2052,58,Male,Arizona,No,Belt,Accessories,59.61,Winter,S,Brown,No,No,12,Weekly,3.48,Express,Venmo
2053,25,Male,California,Yes,Sneakers,Footwear,59.8,Winter,M,Red,No,Yes,25,Quarterly,3.74,Standard,Cash
