customer_id,age,gender,location,subscription_status,item_purchased,category,purchase_amount_usd,season,size,color,discount_applied,previous_purchases,frequency_of_purchases,review_rating,shipping_type,payment_method,age_group,purchase_frequency_days,customer_segment
2135,50,Male,Georgia,Yes,Boots,Footwear,53.22,Summer,S,Brown,No,27,Quarterly,3.36,Express,Credit Card,Middle-aged,90,Loyal
2136,40,Male,Florida,Yes,Belt,Accessories,33.29,Spring,XL,Gray,No,17,Monthly,2.7,Express,Cash,Middle-aged,30,Loyal
2137,70,Male,Texas,No,Shoes,Footwear,46.78,Winter,L,Red,No,19,Annually,3.96,Express,Venmo,Senior,365,Loyal
2138,36,Female,Texas,No,T-shirt,Clothing,29.1,Fall,M,Purple,Yes,11,Bi-Weekly,4.32,Standard,Venmo,Adult,14,Loyal
2139,56,Male,Florida,No,Sunglasses,Accessories,48.03,Winter,L,Pink,No,26,Annually,4.5,Express,Debit Card,Middle-aged,365,Loyal
2140,24,Male,Georgia,No,Pants,Clothing,82.3,Fall,M,Brown,Yes,27,Bi-Weekly,4.31,Express,PayPal,Young Adult,14,Loyal
2141,53,Male,Montana,No,Blouse,Clothing,76.95,Spring,XL,Brown,No,21,Weekly,3.28,Standard,PayPal,Middle-aged,7,Loyal
2142,70,Male,Ohio,Yes,Jacket,Outerwear,75.31,Spring,M,Blue,Yes,30,Bi-Weekly,4.22,Express,PayPal,Senior,14,Loyal
2143,32,Female,Georgia,No,Belt,Accessories,91.29,Summer,XL,White,No,25,Weekly,3.77,Express,Venmo,Adult,7,Loyal
2144,44,Male,Georgia,No,Sandals,Footwear,53.9,Fall,M,Black,No,30,Quarterly,4.26,Express,Debit Card,Middle-aged,90,Loyal
2145,40,Male,New York,No,T-shirt,Clothing,79.83,Spring,S,Gray,No,18,Bi-Weekly,3.6,Express,Cash,Middle-aged,14,Loyal
2146,54,Male,California,No,Belt,Accessories,66.67,Summer,M,Gray,No,17,Quarterly,3.61,Express,Venmo,Middle-aged,90,Loyal
2147,34,Male,Texas,No,Scarf,Accessories,92.0,Spring,M,Blue,No,29,Weekly,4.18,Standard,PayPal,Adult,7,Loyal
2148,31,Male,New York,No,Dress,Clothing,76.72,Spring,S,Brown,No,16,Quarterly,4.27,Express,Debit Card,Adult,90,Loyal
2149,35,Female,Georgia,No,Belt,Accessories,66.78,Summer,XL,Gray,Yes,23,Quarterly,3.79,Express,PayPal,Adult,90,Loyal
2150,68,Male,Illinois,Yes,Dress,Clothing,46.43,Fall,M,Brown,No,16,Annually,2.77,Standard,Cash,Senior,365,Loyal
2151,69,Male,Florida,No,Shirt,Clothing,41.93,Fall,XL,Pink,No,30,Quarterly,3.98,Express,Venmo,Senior,90,Loyal
2152,19,Male,New York,No,Sunglasses,Accessories,93.45,Summer,S,Gray,No,18,Weekly,3.67,Standard,Credit Card,Young Adult,7,Loyal
2153,69,Male,California,No,Jacket,Outerwear,68.3,Winter,XL,Brown,Yes,14,Bi-Weekly,3.58,Express,PayPal,Senior,14,Loyal
2154,27,Male,Texas,Yes,Sunglasses,Accessories,21.08,Fall,XL,Yellow,No,14,Quarterly,3.87,Standard,Cash,Adult,90,Loyal
2155,39,Male,California,No,Dress,Clothing,73.74,Winter,S,Gray,Yes,30,Monthly,4.13,Express,Cash,Adult,30,Loyal
2156,38,Female,Texas,No,Blouse,Clothing,63.02,Fall,XL,Blue,Yes,11,Bi-Weekly,3.88,Express,Credit Card,Adult,14,Loyal
2157,54,Male,Florida,No,Shoes,Footwear,32.41,Winter,L,Yellow,Yes,20,Bi-Weekly,3.14,Express,PayPal,Middle-aged,14,Loyal
2158,38,Male,Montana,Yes,Hoodie,Outerwear,40.4,Summer,XL,White,No,12,Annually,3.32,Express,PayPal,Adult,365,Loyal
2159,66,Male,California,No,Sunglasses,Accessories,68.33,Summer,XL,White,No,24,Quarterly,4.24,Express,PayPal,Senior,90,Loyal
2160,33,Female,Illinois,No,Coat,Clothing,47.07,Fall,M,Red,No,29,Monthly,3.46,Standard,Debit Card,Adult,30,Loyal
2161,42,Female,Ohio,No,Coat,Outerwear,71.08,Summer,XL,Gray,No,26,Quarterly,2.63,Express,Cash,Middle-aged,90,Loyal
2162,68,Female,New York,Yes,Hoodie,Outerwear,25.99,Spring,M,Brown,No,23,Bi-Weekly,4.21,Standard,Cash,Senior,14,Loyal
2163,27,Male,Arizona,Yes,Sunglasses,Accessories,57.68,Fall,S,Purple,No,25,Annually,4.22,Express,Debit Card,Adult,365,Loyal
2164,37,Male,Ohio,Yes,Sweater,Clothing,48.07,Winter,XL,Black,No,15,Annually,4.59,Express,Venmo,Adult,365,Loyal
2165,61,Male,Ohio,No,Coat,Clothing,53.07,Fall,S,Red,No,26,Quarterly,3.92,Express,Debit Card,Senior,90,Loyal
2166,24,Male,Florida,No,Boots,Footwear,65.7,Winter,M,Yellow,Yes,23,Quarterly,3.21,Standard,Venmo,Young Adult,90,Loyal
2167,29,Male,California,No,Skirt,Clothing,47.91,Spring,XL,Purple,Yes,20,Annually,4.47,Express,Venmo,Adult,365,Loyal
2168,30,Female,New York,No,Sandals,Footwear,26.59,Fall,S,Blue,No,22,Annually,3.24,Express,PayPal,Adult,365,Loyal
2169,60,Female,Washington,No,Coat,Clothing,44.74,Summer,L,Yellow,No,28,Annually,3.21,Standard,Debit Card,Senior,365,Loyal
2170,45,Female,Florida,No,Sunglasses,Accessories,38.2,Fall,S,Purple,Yes,18,Quarterly,4.15,Express,PayPal,Middle-aged,90,Loyal
2171,21,Female,Georgia,No,Hoodie,Outerwear,33.06,Fall,L,Black,No,19,Quarterly,2.44,Standard,Credit Card,Young Adult,90,Loyal
2172,46,Male,New York,Yes,Boots,Footwear,58.66,Winter,M,Yellow,No,12,Annually,3.59,Express,Debit Card,Middle-aged,365,Loyal
2173,64,Male,California,Yes,Shirt,Clothing,51.27,Fall,S,Purple,No,30,Monthly,4.29,Express,Debit Card,Senior,30,Loyal
2174,50,Male,Washington,No,Jewelry,Accessories,46.05,Spring,M,Green,No,20,Bi-Weekly,3.65,Express,Debit Card,Middle-aged,14,Loyal
2175,33,Female,Georgia,No,Skirt,Clothing,52.92,Summer,M,Pink,No,21,Quarterly,3.11,Express,PayPal,Adult,90,Loyal
2176,33,Male,Georgia,No,Sandals,Footwear,62.6,Spring,XL,Red,No,18,Annually,3.17,Express,Cash,Adult,365,Loyal
2177,53,Male,Illinois,No,Scarf,Accessories,56.21,Spring,L,Green,No,16,Annually,3.45,Express,Cash,Middle-aged,365,Loyal
2178,25,Male,Illinois,No,Scarf,Accessories,22.51,Fall,L,Brown,Yes,13,Quarterly,3.1,Express,Debit Card,Adult,90,Loyal
2179,43,Male,Montana,No,Jewelry,Accessories,42.43,Summer,XL,Blue,No,30,Bi-Weekly,3.5,Express,Credit Card,Middle-aged,14,Loyal
2180,52,Female,Georgia,No,Hoodie,Outerwear,19.88,Fall,L,Green,No,12,Monthly,3.62,Express,PayPal,Middle-aged,30,Loyal
2181,52,Male,Washington,No,Shoes,Footwear,97.34,Summer,L,White,Yes,24,Monthly,3.79,Express,Venmo,Middle-aged,30,Loyal
2182,46,Male,New York,No,Boots,Footwear,57.21,Fall,XL,Brown,No,18,Quarterly,3.82,Express,Venmo,Middle-aged,90,Loyal
2183,38,Female,Montana,No,Shoes,Footwear,86.07,Summer,XL,Green,No,16,Bi-Weekly,4.01,Express,Cash,Adult,14,Loyal
2184,54,Female,Georgia,No,Shoes,Footwear,85.96,Winter,XL,White,No,12,Monthly,3.92,Express,Cash,Middle-aged,30,Loyal
2185,68,Male,Ohio,Yes,Sandals,Footwear,64.89,Spring,L,Blue,No,13,Weekly,4.4,Express,Debit Card,Senior,7,Loyal
2186,42,Male,Arizona,No,T-shirt,Clothing,84.05,Summer,M,Pink,No,22,Weekly,4.56,Express,Debit Card,Middle-aged,7,Loyal
2187,30,Male,Illinois,No,Boots,Footwear,38.31,Fall,L,Brown,No,18,Quarterly,4.07,Standard,Debit Card,Adult,90,Loyal
2188,50,Female,New York,No,Sandals,Footwear,84.51,Spring,XL,Yellow,No,12,Quarterly,3.98,Standard,PayPal,Middle-aged,90,Loyal
2189,37,Male,Montana,No,Scarf,Accessories,71.88,Fall,S,Red,No,19,Weekly,3.75,Standard,Cash,Adult,7,Loyal
2190,39,Male,Ohio,No,Scarf,Accessories,70.57,Spring,S,Blue,No,18,Annually,3.32,Express,Debit Card,Adult,365,Loyal
2191,51,Male,California,No,Coat,Clothing,41.66,Spring,L,Black,No,25,Bi-Weekly,3.97,Express,Cash,Middle-aged,14,Loyal
2192,64,Female,New York,Yes,Coat,Clothing,61.91,Winter,M,Pink,No,21,Quarterly,4.11,Express,Debit Card,Senior,90,Loyal
2193,41,Male,Florida,Yes,Pants,Clothing,48.36,Summer,XL,Red,No,27,Bi-Weekly,3.58,Express,Debit Card,Middle-aged,14,Loyal
2194,67,Male,Ohio,Yes,Sandals,Footwear,76.49,Winter,XL,Red,No,20,Weekly,3.86,Standard,Cash,Senior,7,Loyal
2195,66,Male,Washington,No,Hoodie,Outerwear,64.41,Winter,M,Yellow,No,24,Quarterly,3.28,Express,Cash,Senior,90,Loyal
2196,26,Female,Texas,Yes,Boots,Footwear,71.22,Summer,M,Red,Yes,26,Monthly,3.48,Standard,PayPal,Adult,30,Loyal
2197,47,Male,Montana,Yes,Coat,Clothing,63.47,Summer,M,Blue,No,15,Bi-Weekly,3.7,Express,Credit Card,Middle-aged,14,Loyal
2198,67,Female,Washington,No,Blouse,Clothing,67.24,Spring,M,Black,Yes,26,Bi-Weekly,3.92,Standard,Venmo,Senior,14,Loyal
2199,61,Female,Illinois,No,Sneakers,Footwear,46.74,Fall,L,Pink,No,21,Bi-Weekly,4.05,Express,PayPal,Senior,14,Loyal
2200,22,Male,California,No,Sweater,Clothing,77.83,Spring,S,Red,No,21,Bi-Weekly,4.13,Express,Debit Card,Young Adult,14,Loyal
2201,22,Female,Georgia,No,Jewelry,Accessories,71.85,Fall,S,Green,No,26,Annually,3.16,Express,Venmo,Young Adult,365,Loyal
2202,20,Male,Washington,No,Coat,Clothing,71.69,Spring,M,Blue,No,18,Bi-Weekly,3.47,Express,Venmo,Young Adult,14,Loyal
2203,42,Male,Montana,No,Blouse,Clothing,64.76,Fall,L,White,No,28,Monthly,3.24,Express,Credit Card,Middle-aged,30,Loyal
2204,51,Male,Arizona,No,Sneakers,Footwear,42.31,Summer,S,Red,No,24,Quarterly,3.32,Standard,Credit Card,Middle-aged,90,Loyal
2205,53,Female,Georgia,No,Hoodie,Outerwear,45.27,Winter,L,Red,Yes,29,Bi-Weekly,2.68,Express,Debit Card,Middle-aged,14,Loyal
2206,44,Female,California,Yes,Jewelry,Accessories,59.59,Fall,L,Black,No,21,Bi-Weekly,3.05,Express,Cash,Middle-aged,14,Loyal
2207,64,Male,Montana,Yes,Hoodie,Outerwear,73.8,Summer,L,Red,No,12,Monthly,3.71,Express,Debit Card,Senior,30,Loyal
2208,49,Female,Florida,Yes,Sweater,Clothing,31.2,Summer,XL,Green,Yes,26,Weekly,4.35,Express,PayPal,Middle-aged,7,Loyal
2209,53,Female,Florida,No,Sunglasses,Accessories,60.44,Summer,M,Purple,No,20,Monthly,3.18,Standard,PayPal,Middle-aged,30,Loyal
2210,61,Male,Texas,Yes,Sunglasses,Accessories,40.71,Summer,L,Yellow,No,28,Weekly,3.2,Express,PayPal,Senior,7,Loyal
2211,70,Female,California,No,Blouse,Clothing,37.11,Winter,L,Gray,No,30,Quarterly,4.19,Express,Cash,Senior,90,Loyal
2212,67,Female,Arizona,No,Scarf,Accessories,65.44,Fall,L,Purple,No,14,Monthly,3.27,Express,Debit Card,Senior,30,Loyal
2213,63,Male,Montana,Yes,Sunglasses,Accessories,51.67,Winter,XL,Yellow,No,23,Monthly,4.32,Standard,Credit Card,Senior,30,Loyal
2214,67,Male,Arizona,No,Hoodie,Outerwear,64.2,Winter,M,Purple,No,16,Quarterly,3.81,Express,Venmo,Senior,90,Loyal
2215,58,Female,Washington,Yes,Belt,Accessories,60.5,Summer,L,Yellow,No,21,Bi-Weekly,2.73,Express,Venmo,Middle-aged,14,Loyal
2216,35,Male,Florida,No,Sweater,Clothing,61.55,Summer,S,White,No,17,Quarterly,4.59,Express,Debit Card,Adult,90,Loyal
2217,38,Male,Washington,No,Sunglasses,Accessories,87.28,Summer,XL,Purple,No,14,Monthly,3.9,Express,Venmo,Adult,30,Loyal
2218,32,Female,Arizona,Yes,Scarf,Accessories,68.38,Fall,S,Purple,No,16,Bi-Weekly,2.98,Standard,Debit Card,Adult,14,Loyal
2219,19,Male,Washington,No,Jacket,Outerwear,47.74,Summer,S,Purple,Yes,26,Annually,4.03,Standard,Venmo,Young Adult,365,Loyal
2220,27,Male,Texas,No,Boots,Footwear,51.06,Spring,L,Green,No,11,Bi-Weekly,3.39,Express,Venmo,Adult,14,Loyal
2221,20,Male,Illinois,No,T-shirt,Clothing,63.65,Spring,XL,Red,No,17,Annually,4.71,Express,Credit Card,Young Adult,365,Loyal
2222,35,Female,Washington,Yes,Jewelry,Accessories,93.78,Fall,S,Blue,No,19,Annually,3.61,Express,Debit Card,Adult,365,Loyal
2223,51,Male,Texas,No,T-shirt,Clothing,57.78,Spring,S,Pink,No,21,Bi-Weekly,3.0,Express,Credit Card,Middle-aged,14,Loyal
2224,58,Male,Florida,No,Scarf,Accessories,58.53,Summer,XL,Black,No,11,Annually,2.85,Express,Debit Card,Middle-aged,365,Loyal
2225,48,Male,New York,Yes,Belt,Accessories,81.91,Fall,S,Gray,Yes,17,Quarterly,3.89,Standard,Cash,Middle-aged,90,Loyal
2226,57,Male,Washington,No,Shirt,Clothing,72.77,Winter,M,Yellow,Yes,24,Annually,4.29,Express,Credit Card,Middle-aged,365,Loyal
2227,37,Male,Georgia,No,Coat,Clothing,53.61,Fall,XL,White,No,20,Quarterly,3.99,Standard,Venmo,Adult,90,Loyal
2228,56,Female,New York,No,Dress,Clothing,29.43,Fall,XL,Blue,No,23,Annually,3.62,Express,Cash,Middle-aged,365,Loyal
2229,58,Male,Arizona,No,Boots,Footwear,69.07,Fall,S,Gray,No,16,Quarterly,4.0,Express,Cash,Middle-aged,90,Loyal
2230,33,Female,Texas,Yes,Shoes,Footwear,70.45,Summer,M,Yellow,No,16,Annually,2.92,Express,PayPal,Adult,365,Loyal
2231,59,Male,Florida,No,Sunglasses,Accessories,59.71,Spring,S,Red,No,16,Bi-Weekly,5.0,Express,PayPal,Middle-aged,14,Loyal
2232,25,Male,Ohio,No,T-shirt,Clothing,50.59,Spring,L,White,No,27,Monthly,3.76,Express,Venmo,Adult,30,Loyal
2233,26,Male,Illinois,Yes,Shirt,Clothing,70.05,Winter,S,Green,No,19,Weekly,4.44,Standard,PayPal,Adult,7,Loyal
2234,24,Male,Georgia,No,Coat,Clothing,48.04,Winter,M,Blue,No,24,Weekly,3.29,Express,Cash,Young Adult,7,Loyal
2235,60,Male,Texas,No,Jewelry,Accessories,83.45,Winter,L,Yellow,No,14,Quarterly,3.17,Express,Debit Card,Senior,90,Loyal
2236,45,Female,Ohio,No,Scarf,Accessories,69.35,Fall,S,Purple,No,12,Bi-Weekly,3.28,Express,Venmo,Middle-aged,14,Loyal
2237,26,Male,Arizona,No,Sweater,Clothing,81.36,Fall,XL,Green,No,28,Weekly,3.53,Standard,PayPal,Adult,7,Loyal
2238,70,Male,Texas,No,Sneakers,Footwear,45.42,Winter,L,Purple,No,11,Quarterly,3.32,Express,Debit Card,Senior,90,Loyal
2239,24,Male,Washington,No,Hoodie,Outerwear,44.23,Winter,M,Gray,No,19,Quarterly,4.18,Standard,Debit Card,Young Adult,90,Loyal
2240,18,Male,Illinois,No,Hoodie,Outerwear,30.12,Fall,M,Brown,No,12,Monthly,4.14,Express,PayPal,Young Adult,30,Loyal
2241,59,Male,Illinois,No,Hoodie,Outerwear,20.65,Fall,M,Brown,No,21,Monthly,4.19,Express,Venmo,Middle-aged,30,Loyal
2242,46,Male,Ohio,No,Skirt,Clothing,60.35,Winter,XL,Pink,Yes,27,Weekly,5.0,Express,Cash,Middle-aged,7,Loyal
2243,20,Male,California,No,Shoes,Footwear,37.78,Spring,S,Blue,No,26,Monthly,3.14,Standard,PayPal,Young Adult,30,Loyal
2244,40,Male,Ohio,No,Skirt,Clothing,51.94,Fall,S,Red,No,13,Annually,3.71,Standard,PayPal,Middle-aged,365,Loyal
2245,64,Female,Montana,No,Dress,Clothing,78.34,Summer,L,Gray,No,16,Annually,3.2,Express,PayPal,Senior,365,Loyal
2246,39,Male,Ohio,No,Pants,Clothing,53.03,Fall,XL,Brown,No,25,Bi-Weekly,3.32,Express,Cash,Adult,14,Loyal
2247,51,Male,Texas,No,Sunglasses,Accessories,63.01,Fall,XL,Blue,No,18,Annually,4.38,Express,Cash,Middle-aged,365,Loyal
2248,20,Male,Montana,No,Belt,Accessories,55.92,Winter,XL,Brown,No,11,Annually,3.92,Express,Cash,Young Adult,365,Loyal
2249,70,Male,Illinois,No,Coat,Outerwear,69.04,Summer,S,Green,No,28,Annually,4.58,Standard,Credit Card,Senior,365,Loyal
2250,66,Male,Texas,No,Coat,Clothing,67.02,Fall,L,Black,Yes,11,Monthly,3.62,Standard,Venmo,Senior,30,Loyal
2251,67,Male,Illinois,Yes,Jewelry,Accessories,47.58,Winter,XL,Green,No,25,Bi-Weekly,3.48,Express,PayPal,Senior,14,Loyal
2252,39,Male,Texas,No,Dress,Clothing,42.6,Spring,S,Green,No,11,Quarterly,3.83,Standard,Venmo,Adult,90,Loyal
2253,62,Male,Florida,No,Blouse,Clothing,77.78,Fall,S,Pink,Yes,30,Bi-Weekly,3.75,Standard,PayPal,Senior,14,Loyal
2254,37,Male,Arizona,No,Shoes,Footwear,39.87,Summer,S,Gray,No,19,Weekly,3.87,Express,Cash,Adult,7,Loyal
2255,52,Male,Arizona,Yes,Hoodie,Outerwear,16.44,Summer,M,White,No,18,Monthly,4.19,Express,Cash,Middle-aged,30,Loyal
2256,19,Male,Georgia,No,Pants,Clothing,43.21,Winter,L,Black,No,13,Monthly,3.02,Standard,Cash,Young Adult,30,Loyal
2257,68,Female,California,No,Sandals,Footwear,70.24,Winter,L,Purple,No,23,Monthly,4.61,Express,Credit Card,Senior,30,Loyal
2258,50,Female,Florida,No,Jewelry,Accessories,55.58,Winter,M,Red,No,13,Bi-Weekly,3.29,Express,PayPal,Middle-aged,14,Loyal
2259,59,Female,Illinois,No,Coat,Clothing,96.53,Summer,S,White,No,12,Weekly,3.27,Express,Cash,Middle-aged,7,Loyal
2260,39,Female,Washington,No,Sweater,Clothing,59.64,Fall,XL,Purple,Yes,20,Monthly,3.98,Express,Debit Card,Adult,30,Loyal
2261,33,Female,Texas,Yes,Belt,Accessories,34.59,Spring,S,Red,No,24,Quarterly,3.94,Express,Venmo,Adult,90,Loyal
2262,24,Male,Arizona,No,Belt,Accessories,99.18,Spring,S,Pink,No,20,Bi-Weekly,4.33,Standard,Debit Card,Young Adult,14,Loyal
2263,60,Male,Montana,Yes,Boots,Footwear,54.97,Fall,M,Yellow,No,12,Bi-Weekly,3.67,Express,Venmo,Senior,14,Loyal
2264,26,Male,Washington,No,Coat,Outerwear,70.46,Winter,XL,Blue,Yes,24,Weekly,3.09,Express,Credit Card,Adult,7,Loyal
2265,36,Male,California,No,Shoes,Footwear,59.84,Fall,M,Blue,No,13,Weekly,2.91,Express,Cash,Adult,7,Loyal
2266,18,Female,Georgia,Yes,Scarf,Accessories,61.99,Spring,M,Blue,No,18,Quarterly,3.45,Express,Cash,Young Adult,90,Loyal
2267,36,Female,Washington,No,Jacket,Outerwear,30.35,Spring,L,Brown,No,14,Quarterly,3.23,Standard,Credit Card,Adult,90,Loyal
2268,70,Female,Texas,No,Belt,Accessories,50.8,Fall,L,Yellow,No,27,Bi-Weekly,3.68,Express,Cash,Senior,14,Loyal
2269,70,Male,Washington,No,Coat,Clothing,59.19,Spring,S,Pink,No,13,Bi-Weekly,3.17,Express,Cash,Senior,14,Loyal
2270,67,Male,Washington,Yes,Shirt,Clothing,28.02,Spring,L,Red,No,17,Monthly,3.02,Express,Venmo,Senior,30,Loyal
2271,29,Male,Georgia,No,Jewelry,Accessories,49.73,Summer,L,Green,No,19,Monthly,4.26,Express,PayPal,Adult,30,Loyal
2272,30,Female,Montana,No,Shoes,Footwear,51.11,Summer,L,Brown,No,22,Monthly,3.32,Express,Debit Card,Adult,30,Loyal
2273,40,Male,Illinois,No,Sandals,Footwear,40.69,Fall,XL,Yellow,No,21,Quarterly,4.46,Standard,Venmo,Middle-aged,90,Loyal
2274,19,Male,New York,Yes,Shoes,Footwear,56.79,Winter,L,Black,No,25,Quarterly,3.36,Standard,Debit Card,Young Adult,90,Loyal
2275,66,Male,Washington,No,Jewelry,Accessories,78.58,Winter,XL,Purple,No,14,Monthly,3.22,Express,PayPal,Senior,30,Loyal
2276,65,Male,California,No,Blouse,Clothing,40.02,Spring,L,Gray,No,18,Weekly,3.28,Standard,Cash,Senior,7,Loyal
2277,39,Male,New York,No,Dress,Clothing,78.84,Fall,M,Red,Yes,20,Weekly,3.33,Express,Credit Card,Adult,7,Loyal
2278,39,Male,Georgia,Yes,Coat,Clothing,93.91,Fall,M,Pink,No,28,Bi-Weekly,2.97,Standard,Debit Card,Adult,14,Loyal
2279,35,Male,Washington,No,Jewelry,Accessories,52.84,Spring,M,Green,No,19,Annually,4.06,Express,PayPal,Adult,365,Loyal
2280,48,Female,Florida,Yes,Sunglasses,Accessories,49.22,Spring,XL,Blue,No,17,Monthly,4.41,Standard,Cash,Middle-aged,30,Loyal
2281,32,Female,Florida,No,Shoes,Footwear,74.27,Winter,S,Gray,No,16,Monthly,4.13,Express,PayPal,Adult,30,Loyal
2282,42,Male,Texas,No,Sandals,Footwear,59.91,Summer,M,Blue,No,18,Annually,4.25,Express,PayPal,Middle-aged,365,Loyal
2283,56,Male,New York,No,Shirt,Clothing,78.39,Winter,XL,Gray,Yes,13,Quarterly,3.54,Express,Venmo,Middle-aged,90,Loyal
2284,41,Female,Arizona,No,Sandals,Footwear,24.06,Fall,L,Green,No,26,Annually,3.76,Express,PayPal,Middle-aged,365,Loyal
2285,41,Male,Texas,No,Scarf,Accessories,38.26,Summer,M,Yellow,No,12,Bi-Weekly,3.34,Express,PayPal,Middle-aged,14,Loyal
2286,56,Male,Florida,No,Hoodie,Outerwear,87.45,Summer,S,White,No,30,Annually,3.57,Express,Credit Card,Middle-aged,365,Loyal
2287,44,Male,Washington,Yes,Sandals,Footwear,95.15,Summer,M,Red,No,19,Quarterly,4.09,Express,Venmo,Middle-aged,90,Loyal
2288,40,Male,Texas,Yes,Jacket,Outerwear,37.01,Summer,L,Red,Yes,20,Quarterly,3.99,Standard,Debit Card,Middle-aged,90,Loyal
2289,69,Male,Florida,No,Sandals,Footwear,62.82,Winter,XL,White,Yes,12,Bi-Weekly,3.73,Standard,PayPal,Senior,14,Loyal
2290,54,Male,Texas,No,Hoodie,Outerwear,51.07,Spring,S,Red,No,21,Annually,3.31,Express,Credit Card,Middle-aged,365,Loyal
2291,20,Female,Illinois,No,Coat,Clothing,64.25,Fall,M,Black,No,16,Monthly,3.67,Express,Cash,Young Adult,30,Loyal
2292,37,Male,Florida,No,Sunglasses,Accessories,31.99,Fall,XL,Brown,No,25,Monthly,3.34,Standard,Debit Card,Adult,30,Loyal
2293,64,Male,Texas,Yes,Coat,Outerwear,45.11,Summer,M,Blue,No,30,Quarterly,4.35,Express,Cash,Senior,90,Loyal
2294,60,Male,Ohio,No,Sandals,Footwear,40.58,Winter,XL,Pink,No,12,Weekly,2.84,Express,Venmo,Senior,7,Loyal
2295,59,Female,Washington,No,Sweater,Clothing,32.97,Fall,M,Gray,Yes,22,Quarterly,3.4,Express,Venmo,Middle-aged,90,Loyal
2296,18,Male,Georgia,Yes,Jacket,Outerwear,71.63,Fall,M,Yellow,Yes,20,Annually,3.57,Express,Cash,Young Adult,365,Loyal
2297,34,Male,New York,No,Sneakers,Footwear,59.9,Winter,XL,Brown,No,30,Quarterly,3.07,Standard,PayPal,Adult,90,Loyal
2298,29,Male,New York,Yes,Sandals,Footwear,32.83,Summer,S,White,No,13,Weekly,3.01,Express,Debit Card,Adult,7,Loyal
2299,68,Female,Florida,Yes,Skirt,Clothing,86.16,Winter,XL,Red,No,11,Quarterly,4.0,Express,Debit Card,Senior,90,Loyal
2300,28,Male,Illinois,No,Sandals,Footwear,28.67,Fall,XL,Black,Yes,30,Weekly,3.39,Express,PayPal,Adult,7,Loyal
2301,50,Female,Texas,No,Blouse,Clothing,54.27,Winter,S,Brown,No,15,Annually,3.43,Express,Debit Card,Middle-aged,365,Loyal
2302,49,Male,Illinois,No,T-shirt,Clothing,57.85,Fall,XL,Red,No,15,Annually,3.74,Standard,PayPal,Middle-aged,365,Loyal
2303,43,Male,Illinois,No,Sweater,Clothing,57.49,Winter,S,Blue,No,25,Quarterly,4.19,Express,Cash,Middle-aged,90,Loyal
2304,31,Male,California,No,Sweater,Clothing,84.98,Winter,L,Purple,No,14,Monthly,3.84,Express,Venmo,Adult,30,Loyal
2305,24,Male,Texas,No,Shirt,Clothing,40.38,Fall,S,Purple,No,22,Bi-Weekly,3.4,Express,PayPal,Young Adult,14,Loyal
2306,28,Female,Illinois,No,Scarf,Accessories,22.5,Fall,XL,Gray,No,29,Annually,2.86,Express,Cash,Adult,365,Loyal
2307,45,Male,New York,No,Coat,Outerwear,69.23,Winter,S,White,No,26,Bi-Weekly,4.05,Express,Debit Card,Middle-aged,14,Loyal
2308,70,Male,Florida,Yes,Coat,Clothing,55.87,Spring,M,Black,Yes,14,Bi-Weekly,4.41,Express,Credit Card,Senior,14,Loyal
2309,49,Female,Arizona,Yes,Scarf,Accessories,103.31,Fall,L,Red,No,29,Monthly,4.11,Express,Debit Card,Middle-aged,30,Loyal
2310,46,Male,Ohio,No,Pants,Clothing,32.04,Winter,S,White,No,25,Monthly,3.1,Standard,Venmo,Middle-aged,30,Loyal
2311,42,Male,Florida,Yes,Sandals,Footwear,53.35,Summer,M,Black,No,12,Annually,3.48,Express,Debit Card,Middle-aged,365,Loyal
2312,61,Male,Georgia,No,Blouse,Clothing,63.89,Winter,M,Black,No,15,Quarterly,3.91,Express,Credit Card,Senior,90,Loyal
2313,62,Female,California,No,Sweater,Clothing,52.93,Winter,M,Gray,No,23,Bi-Weekly,4.68,Standard,Venmo,Senior,14,Loyal
2314,68,Female,Georgia,Yes,Sneakers,Footwear,56.87,Summer,M,Brown,No,25,Quarterly,3.7,Express,PayPal,Senior,90,Loyal
2315,64,Female,Georgia,No,Coat,Outerwear,79.49,Winter,XL,Green,No,23,Annually,3.15,Express,Cash,Senior,365,Loyal
2316,21,Male,Georgia,No,Coat,Outerwear,77.44,Winter,M,Gray,No,13,Bi-Weekly,4.18,Express,PayPal,Young Adult,14,Loyal
2317,47,Male,Illinois,No,Shoes,Footwear,39.73,Winter,L,Yellow,No,20,Quarterly,4.47,Express,Cash,Middle-aged,90,Loyal
2318,68,Male,Georgia,No,Blouse,Clothing,27.94,Winter,S,Green,Yes,15,Monthly,3.37,Express,Cash,Senior,30,Loyal
2319,66,Female,Georgia,No,T-shirt,Clothing,69.78,Fall,XL,Pink,No,30,Bi-Weekly,3.77,Express,Venmo,Senior,14,Loyal
2320,52,Female,Washington,Yes,Shirt,Clothing,50.55,Winter,L,Yellow,Yes,18,Annually,2.66,Express,PayPal,Middle-aged,365,Loyal
2321,25,Male,Ohio,No,Scarf,Accessories,46.47,Summer,M,Brown,No,25,Quarterly,4.06,Express,Debit Card,Adult,90,Loyal
2322,46,Female,Texas,No,Sandals,Footwear,73.08,Summer,M,Pink,Yes,14,Quarterly,3.95,Express,PayPal,Middle-aged,90,Loyal
